date,dew,temp,press,wnd_spd,snow,rain,pollution
2011-06-22 20:00:00,22,27,997,15.66,0,0,399
2011-06-22 21:00:00,22,26,998,18.79,0,0,132
2011-06-22 22:00:00,22,26,998,21.92,0,0,99
2011-06-22 23:00:00,22,24,998,0.89,0,1,136
2011-06-23 00:00:00,22,24,998,1.79,0,2,139
2011-06-23 01:00:00,22,24,998,3.58,0,0,145
2011-06-23 02:00:00,23,23,997,5.37,0,1,152
2011-06-23 03:00:00,23,23,997,0.89,0,0,150
2011-06-23 04:00:00,22,23,997,1.79,0,0,152
2011-06-23 05:00:00,22,23,997,3.58,0,0,185
2011-06-23 06:00:00,22,23,998,6.71,0,0,166
2011-06-23 07:00:00,22,23,998,9.84,0,0,169
2011-06-23 08:00:00,22,23,998,12.97,0,0,182
2011-06-23 09:00:00,22,24,998,16.99,0,0,166
2011-06-23 10:00:00,22,24,998,21.01,0,0,160
2011-06-23 11:00:00,22,25,998,24.14,0,0,169
2011-06-23 12:00:00,22,25,998,28.16,0,0,185
2011-06-23 13:00:00,22,25,998,32.18,0,1,184
2011-06-23 14:00:00,22,25,997,36.2,0,0,182
2011-06-23 15:00:00,22,25,997,40.22,0,0,163
2011-06-23 16:00:00,21,25,998,45.14,0,1,179
2011-06-23 17:00:00,19,20,999,3.13,0,2,194
2011-06-23 18:00:00,19,20,999,4.92,0,3,133
2011-06-23 19:00:00,19,20,999,3.13,0,4,51
2011-06-23 20:00:00,19,20,1002,3.13,0,5,44
2011-06-23 21:00:00,19,20,1003,6.26,0,6,34
2011-06-23 22:00:00,19,20,1004,10.28,0,7,36
2011-06-23 23:00:00,18,19,1004,3.13,0,0,29
2011-06-24 00:00:00,19,20,1005,6.26,0,0,49
2011-06-24 01:00:00,17,18,1005,9.39,0,1,54
2011-06-24 02:00:00,17,18,1005,13.41,0,2,22
2011-06-24 03:00:00,16,18,1006,5.81,0,3,25
2011-06-24 04:00:00,16,17,1006,10.73,0,4,11
2011-06-24 05:00:00,16,17,1007,14.75,0,5,25
2011-06-24 06:00:00,16,17,1007,17.88,0,6,18
2011-06-24 07:00:00,17,18,1008,21.9,0,7,9
2011-06-24 08:00:00,17,19,1009,26.82,0,0,8
2011-06-24 09:00:00,18,21,1009,30.84,0,0,11
2011-06-24 10:00:00,16,23,1009,34.86,0,0,16
2011-06-24 11:00:00,17,25,1009,3.13,0,0,22
2011-06-24 12:00:00,15,26,1009,1.79,0,0,18
2011-06-24 13:00:00,16,26,1009,4.92,0,0,25
2011-06-24 14:00:00,14,28,1009,6.71,0,0,20
2011-06-24 15:00:00,15,27,1009,3.13,0,0,23
2011-06-24 16:00:00,15,28,1008,4.02,0,0,25
2011-06-24 17:00:00,14,27,1009,1.79,0,0,27
2011-06-24 18:00:00,15,27,1009,4.92,0,0,34
2011-06-24 19:00:00,15,26,1009,4.02,0,0,36
2011-06-24 20:00:00,15,26,1010,8.04,0,0,35
2011-06-24 21:00:00,15,25,1011,11.17,0,0,45
2011-06-24 22:00:00,15,24,1011,1.79,0,0,48
2011-06-24 23:00:00,15,25,1011,3.13,0,0,41
2011-06-25 00:00:00,17,21,1012,4.92,0,0,51
2011-06-25 01:00:00,17,21,1012,8.05,0,0,43
2011-06-25 02:00:00,17,19,1012,9.84,0,0,50
2011-06-25 03:00:00,17,19,1012,11.63,0,0,31
2011-06-25 04:00:00,17,19,1012,0.89,0,0,34
2011-06-25 05:00:00,16,19,1012,1.79,0,0,31
2011-06-25 06:00:00,17,20,1012,3.58,0,0,22
2011-06-25 07:00:00,16,23,1013,5.37,0,0,20
2011-06-25 08:00:00,16,24,1013,3.13,0,0,22
2011-06-25 09:00:00,16,26,1013,4.92,0,0,29
2011-06-25 10:00:00,15,27,1013,1.79,0,0,23
2011-06-25 11:00:00,15,29,1012,1.79,0,0,29
2011-06-25 12:00:00,13,29,1012,3.13,0,0,30
2011-06-25 13:00:00,12,30,1011,0.89,0,0,27
2011-06-25 14:00:00,13,30,1011,2.68,0,0,18
2011-06-25 15:00:00,12,30,1010,1.79,0,0,19
2011-06-25 16:00:00,12,31,1010,3.58,0,0,22
2011-06-25 17:00:00,12,30,1009,5.37,0,0,25
2011-06-25 18:00:00,14,29,1009,0.89,0,0,25
2011-06-25 19:00:00,14,28,1009,1.79,0,0,26
2011-06-25 20:00:00,15,26,1009,0.89,0,0,40
2011-06-25 21:00:00,13,24,1009,1.78,0,0,43
2011-06-25 22:00:00,16,23,1010,3.13,0,0,62
2011-06-25 23:00:00,16,23,1010,6.26,0,0,77
2011-06-26 00:00:00,17,22,1009,8.05,0,0,102
2011-06-26 01:00:00,17,20,1009,0.89,0,0,87
2011-06-26 02:00:00,17,20,1009,1.79,0,0,91
2011-06-26 03:00:00,17,19,1008,1.79,0,0,109
2011-06-26 04:00:00,15,19,1007,5.81,0,0,134
2011-06-26 05:00:00,15,19,1007,9.83,0,0,87
2011-06-26 06:00:00,15,20,1007,13.85,0,0,56
2011-06-26 07:00:00,15,22,1007,17.87,0,0,52
2011-06-26 08:00:00,15,24,1007,21,0,0,52
2011-06-26 09:00:00,15,27,1006,25.92,0,0,41
2011-06-26 10:00:00,13,27,1006,31.73,0,0,29
2011-06-26 11:00:00,13,27,1005,4.92,0,0,24
2011-06-26 12:00:00,14,30,1004,8.05,0,0,16
2011-06-26 13:00:00,14,30,1003,12.07,0,0,19
2011-06-26 14:00:00,15,30,1001,13.86,0,0,16
2011-06-26 15:00:00,13,31,1001,0.89,0,0,21
2011-06-26 16:00:00,15,31,1000,1.79,0,0,20
2011-06-26 17:00:00,14,31,999,4.92,0,0,21
2011-06-26 18:00:00,14,31,999,8.05,0,0,24
2011-06-26 19:00:00,14,30,999,11.18,0,0,23
2011-06-26 20:00:00,14,28,999,12.07,0,0,27
2011-06-26 21:00:00,17,26,999,0.89,0,0,75
2011-06-26 22:00:00,15,25,999,1.79,0,0,64
2011-06-26 23:00:00,16,24,999,4.92,0,0,62
2011-06-27 00:00:00,16,23,999,8.05,0,0,72
2011-06-27 01:00:00,14,25,998,12.07,0,0,74
2011-06-27 02:00:00,15,21,998,15.2,0,0,49
2011-06-27 03:00:00,16,21,998,1.79,0,0,47
2011-06-27 04:00:00,18,20,998,0.89,0,0,57
2011-06-27 05:00:00,18,20,999,0.89,0,0,49
2011-06-27 06:00:00,19,20,999,1.78,0,0,81
2011-06-27 07:00:00,19,22,999,0.89,0,0,125
2011-06-27 08:00:00,19,25,999,1.78,0,0,127
2011-06-27 09:00:00,18,27,1000,2.67,0,0,79
2011-06-27 10:00:00,14,29,999,4.46,0,0,59
2011-06-27 11:00:00,12,30,999,4.02,0,0,36
2011-06-27 12:00:00,12,31,998,1.79,0,0,26
2011-06-27 13:00:00,13,31,998,3.58,0,0,30
2011-06-27 14:00:00,14,31,998,3.13,0,0,16
2011-06-27 15:00:00,12,30,998,6.26,0,0,31
2011-06-27 16:00:00,15,30,998,11.18,0,0,39
2011-06-27 17:00:00,15,30,998,15.2,0,0,40
2011-06-27 18:00:00,14,30,999,19.22,0,0,51
2011-06-27 19:00:00,15,28,999,22.35,0,0,53
2011-06-27 20:00:00,15,28,1000,24.14,0,0,58
2011-06-27 21:00:00,16,26,1000,25.93,0,0,55
2011-06-27 22:00:00,17,26,1001,29.06,0,0,56
2011-06-27 23:00:00,18,24,1001,32.19,0,0,93
2011-06-28 00:00:00,18,24,1001,33.08,0,0,108
2011-06-28 01:00:00,18,23,1001,33.97,0,0,94
2011-06-28 02:00:00,18,22,1002,35.76,0,0,112
2011-06-28 03:00:00,18,22,1001,37.55,0,0,118
2011-06-28 04:00:00,18,21,1002,1.79,0,0,121
2011-06-28 05:00:00,18,22,1002,0.45,0,0,119
2011-06-28 06:00:00,18,22,1002,0.89,0,0,127
2011-06-28 07:00:00,18,23,1003,1.79,0,0,123
2011-06-28 08:00:00,18,24,1003,0.89,0,0,125
2011-06-28 09:00:00,19,25,1003,1.79,0,0,127
2011-06-28 10:00:00,19,27,1003,1.79,0,0,205
2011-06-28 11:00:00,20,28,1003,1.79,0,0,149
2011-06-28 12:00:00,20,29,1003,1.79,0,0,162
2011-06-28 13:00:00,20,30,1002,3.13,0,0,173
2011-06-28 14:00:00,20,32,1001,3.13,0,0,202
2011-06-28 15:00:00,20,32,1001,7.15,0,0,185
2011-06-28 16:00:00,19,33,1001,11.17,0,0,166
2011-06-28 17:00:00,18,32,1001,12.96,0,0,152
2011-06-28 18:00:00,18,31,1001,16.09,0,0,137
2011-06-28 19:00:00,18,30,1001,19.22,0,0,156
2011-06-28 20:00:00,19,30,1002,22.35,0,0,132
2011-06-28 21:00:00,19,27,1003,25.48,0,0,116
2011-06-28 22:00:00,19,27,1004,28.61,0,0,113
2011-06-28 23:00:00,20,26,1004,30.4,0,0,141
2011-06-29 00:00:00,19,24,1004,0.89,0,0,177
2011-06-29 01:00:00,19,24,1004,1.79,0,0,199
2011-06-29 02:00:00,19,23,1004,0.89,0,0,226
2011-06-29 03:00:00,19,23,1003,1.78,0,0,229
2011-06-29 04:00:00,20,22,1003,2.23,0,0,242
2011-06-29 05:00:00,20,22,1004,3.12,0,0,244
2011-06-29 06:00:00,20,23,1004,0.89,0,0,265
2011-06-29 07:00:00,21,24,1005,0.89,0,0,266
2011-06-29 08:00:00,21,24,1005,1.79,0,0,259
2011-06-29 09:00:00,22,25,1005,4.92,0,0,274
2011-06-29 10:00:00,22,26,1005,6.71,0,0,275
2011-06-29 11:00:00,23,27,1005,8.5,0,0,242
2011-06-29 12:00:00,22,28,1005,10.29,0,0,232
2011-06-29 13:00:00,22,29,1004,14.31,0,0,208
2011-06-29 14:00:00,22,30,1003,18.33,0,0,204
2011-06-29 15:00:00,22,30,1003,22.35,0,0,190
2011-06-29 16:00:00,22,30,1002,27.27,0,0,223
2011-06-29 17:00:00,23,30,1002,32.19,0,0,228
2011-06-29 18:00:00,22,28,1002,37.11,0,0,243
2011-06-29 19:00:00,22,27,1002,42.03,0,0,229
2011-06-29 20:00:00,22,27,1003,46.95,0,0,224
2011-06-29 21:00:00,22,26,1003,50.97,0,0,206
2011-06-29 22:00:00,22,25,1004,0.89,0,0,226
2011-06-29 23:00:00,22,25,1004,3.13,0,0,256
2011-06-30 00:00:00,22,24,1003,6.26,0,0,266
2011-06-30 01:00:00,21,24,1003,9.39,0,0,242
2011-06-30 02:00:00,22,23,1003,11.18,0,1,255
2011-06-30 03:00:00,22,23,1002,1.79,0,0,238
2011-06-30 04:00:00,22,23,1002,0.89,0,0,229
2011-06-30 05:00:00,22,23,1002,1.79,0,0,231
2011-06-30 06:00:00,22,23,1003,4.92,0,0,219
2011-06-30 07:00:00,20,21,1003,6.71,0,1,145
2011-06-30 08:00:00,21,22,1003,0.89,0,2,35
2011-06-30 09:00:00,21,23,1003,1.78,0,0,38
2011-06-30 10:00:00,21,23,1003,1.79,0,0,37
2011-06-30 11:00:00,22,24,1003,0.89,0,0,33
2011-06-30 12:00:00,21,25,1003,1.78,0,0,48
2011-06-30 13:00:00,22,27,1002,2.67,0,0,48
2011-06-30 14:00:00,21,28,1002,1.79,0,0,47
2011-06-30 15:00:00,23,29,1002,1.79,0,0,52
2011-06-30 16:00:00,23,29,1002,1.79,0,0,58
2011-06-30 17:00:00,23,29,1001,1.79,0,0,75
2011-06-30 18:00:00,23,28,1002,3.13,0,0,113
2011-06-30 19:00:00,23,28,1002,1.79,0,0,150
2011-06-30 20:00:00,23,27,1003,3.58,0,0,213
2011-06-30 21:00:00,23,27,1003,4.47,0,0,213
2011-06-30 22:00:00,23,27,1004,6.26,0,0,218
2011-06-30 23:00:00,23,26,1004,9.39,0,0,233
2011-07-01 00:00:00,23,26,1003,11.18,0,0,245
2011-07-01 01:00:00,23,25,1003,12.97,0,0,254
2011-07-01 02:00:00,23,25,1003,0.89,0,0,232
2011-07-01 03:00:00,23,24,1002,1.78,0,0,220
2011-07-01 04:00:00,22,24,1003,1.79,0,0,222
2011-07-01 05:00:00,22,24,1003,0.89,0,0,230
2011-07-01 06:00:00,23,24,1003,0.89,0,0,226
2011-07-01 07:00:00,23,25,1003,0.89,0,0,221
2011-07-01 08:00:00,23,25,1004,4.92,0,1,206
2011-07-01 09:00:00,23,24,1004,8.05,0,2,82
2011-07-01 10:00:00,23,24,1003,0.89,0,3,29
2011-07-01 11:00:00,23,24,1003,1.79,0,4,39
2011-07-01 12:00:00,24,25,1003,4.92,0,0,61
2011-07-01 13:00:00,24,25,1003,6.71,0,0,77
2011-07-01 14:00:00,23,26,1002,3.13,0,1,93
2011-07-01 15:00:00,23,26,1001,1.79,0,0,109
2011-07-01 16:00:00,23,26,1001,0.89,0,0,94
2011-07-01 17:00:00,23,26,1001,1.79,0,0,81
2011-07-01 18:00:00,23,26,1001,0.89,0,0,91
2011-07-01 19:00:00,23,26,1001,1.79,0,0,117
2011-07-01 20:00:00,23,25,1002,3.58,0,0,121
2011-07-01 21:00:00,23,25,1002,5.37,0,0,112
2011-07-01 22:00:00,24,25,1002,0.89,0,0,108
2011-07-01 23:00:00,23,25,1002,1.79,0,0,118
2011-07-02 00:00:00,23,24,1001,0.89,0,0,133
2011-07-02 01:00:00,23,24,1001,0.89,0,1,141
2011-07-02 02:00:00,23,24,1001,0.89,0,0,150
2011-07-02 03:00:00,23,24,1001,1.78,0,0,170
2011-07-02 04:00:00,23,24,1000,1.79,0,1,165
2011-07-02 05:00:00,23,24,1000,2.68,0,2,179
2011-07-02 06:00:00,23,24,1000,0.89,0,3,153
2011-07-02 07:00:00,23,24,1001,1.79,0,4,166
2011-07-02 08:00:00,24,25,1001,0.89,0,5,165
2011-07-02 09:00:00,24,25,1001,1.78,0,0,160
2011-07-02 10:00:00,24,26,1001,4.02,0,0,176
2011-07-02 11:00:00,24,26,1001,5.81,0,0,162
2011-07-02 12:00:00,23,27,1001,0.89,0,0,144
2011-07-02 13:00:00,24,28,1000,1.79,0,0,128
2011-07-02 14:00:00,24,28,1000,3.58,0,0,140
2011-07-02 15:00:00,24,28,1000,5.37,0,0,133
2011-07-02 16:00:00,24,28,999,0.89,0,0,122
2011-07-02 17:00:00,24,28,999,1.78,0,0,164
2011-07-02 18:00:00,24,28,999,2.67,0,0,155
2011-07-02 19:00:00,23,27,1000,4.46,0,0,170
2011-07-02 20:00:00,23,26,1000,1.79,0,0,164
2011-07-02 21:00:00,23,25,1001,0.89,0,0,187
2011-07-02 22:00:00,23,25,1001,1.78,0,0,187
2011-07-02 23:00:00,23,24,1001,1.79,0,0,198
2011-07-03 00:00:00,23,24,1001,2.68,0,0,202
2011-07-03 01:00:00,23,24,1001,4.47,0,0,215
2011-07-03 02:00:00,23,24,1001,0.89,0,0,195
2011-07-03 03:00:00,23,23,1001,0.89,0,0,195
2011-07-03 04:00:00,23,23,1001,0.89,0,0,245
2011-07-03 05:00:00,22,23,1001,1.79,0,0,224
2011-07-03 06:00:00,23,24,1002,4.92,0,0,220
2011-07-03 07:00:00,23,25,1002,8.94,0,0,244
2011-07-03 08:00:00,22,26,1003,12.96,0,0,238
2011-07-03 09:00:00,19,27,1003,16.98,0,0,140
2011-07-03 10:00:00,19,29,1003,20.11,0,0,72
2011-07-03 11:00:00,16,31,1002,4.02,0,0,47
2011-07-03 12:00:00,16,32,1002,3.13,0,0,30
2011-07-03 13:00:00,15,33,1002,4.92,0,0,26
2011-07-03 14:00:00,15,34,1001,3.13,0,0,25
2011-07-03 15:00:00,14,34,1001,1.79,0,0,19
2011-07-03 16:00:00,15,34,1001,1.79,0,0,26
2011-07-03 17:00:00,15,34,1000,2.68,0,0,23
2011-07-03 18:00:00,15,33,1001,1.79,0,0,30
2011-07-03 19:00:00,18,31,1001,4.92,0,0,44
2011-07-03 20:00:00,17,31,1002,8.94,0,0,46
2011-07-03 21:00:00,18,31,1002,13.86,0,0,44
2011-07-03 22:00:00,18,30,1002,17.88,0,0,46
2011-07-03 23:00:00,18,29,1003,21.9,0,0,56
2011-07-04 00:00:00,19,26,1003,1.79,0,0,72
2011-07-04 01:00:00,20,24,1003,0.89,0,0,96
2011-07-04 02:00:00,20,23,1004,1.79,0,0,108
2011-07-04 03:00:00,21,23,1003,0.89,0,0,104
2011-07-04 04:00:00,20,23,1004,0.89,0,0,74
2011-07-04 05:00:00,19,22,1004,4.02,0,0,85
2011-07-04 06:00:00,19,22,1005,7.15,0,0,55
2011-07-04 07:00:00,20,25,1005,8.94,0,0,48
2011-07-04 08:00:00,19,27,1005,10.73,0,0,46
2011-07-04 09:00:00,17,29,1005,12.52,0,0,47
2011-07-04 10:00:00,16,31,1005,0.89,0,0,36
2011-07-04 11:00:00,16,31,1004,1.79,0,0,42
2011-07-04 12:00:00,16,33,1004,0.89,0,0,36
2011-07-04 13:00:00,15,33,1003,1.79,0,0,37
2011-07-04 14:00:00,13,34,1003,4.92,0,0,40
2011-07-04 15:00:00,14,35,1002,3.13,0,0,52
2011-07-04 16:00:00,16,34,1002,1.79,0,0,71
2011-07-04 17:00:00,21,34,1002,5.81,0,0,63
2011-07-04 18:00:00,21,33,1002,8.94,0,0,88
2011-07-04 19:00:00,21,32,1002,12.07,0,0,96
2011-07-04 20:00:00,16,32,1002,16.09,0,0,73
2011-07-04 21:00:00,18,31,1003,20.11,0,0,63
2011-07-04 22:00:00,18,30,1003,25.03,0,0,61
2011-07-04 23:00:00,18,30,1002,29.05,0,0,57
2011-07-05 00:00:00,19,29,1002,33.07,0,0,65
2011-07-05 01:00:00,19,28,1001,36.2,0,0,82
2011-07-05 02:00:00,19,28,1001,40.22,0,0,86
2011-07-05 03:00:00,18,27,1001,43.35,0,0,89
2011-07-05 04:00:00,17,27,1001,46.48,0,0,67
2011-07-05 05:00:00,17,26,1001,49.61,0,0,79
2011-07-05 06:00:00,18,26,1001,52.74,0,0,95
2011-07-05 07:00:00,18,26,1000,55.87,0,0,112
2011-07-05 08:00:00,18,27,1000,59,0,0,105
2011-07-05 09:00:00,19,27,1000,62.13,0,0,119
2011-07-05 10:00:00,19,27,1000,63.92,0,0,134
2011-07-05 11:00:00,20,28,1000,65.71,0,0,133
2011-07-05 12:00:00,19,29,1000,67.5,0,0,144
2011-07-05 13:00:00,20,28,999,3.13,0,0,165
2011-07-05 14:00:00,20,28,999,4.02,0,0,153
2011-07-05 15:00:00,21,28,999,7.15,0,0,142
2011-07-05 16:00:00,20,28,998,1.79,0,0,141
2011-07-05 17:00:00,20,28,998,3.58,0,0,139
2011-07-05 18:00:00,20,28,998,5.37,0,0,152
2011-07-05 19:00:00,20,28,998,7.16,0,0,160
2011-07-05 20:00:00,21,26,998,0.89,0,0,145
2011-07-05 21:00:00,21,25,998,0.89,0,0,132
2011-07-05 22:00:00,21,25,998,0.89,0,0,141
2011-07-05 23:00:00,21,24,998,0.89,0,0,145
2011-07-06 00:00:00,21,24,998,1.34,0,0,152
2011-07-06 01:00:00,21,23,998,2.23,0,0,173
2011-07-06 02:00:00,20,24,998,3.12,0,0,199
2011-07-06 03:00:00,21,23,998,0.89,0,0,193
2011-07-06 04:00:00,20,23,998,0.89,0,0,193
2011-07-06 05:00:00,21,23,998,1.78,0,0,185
2011-07-06 06:00:00,21,23,998,2.67,0,0,184
2011-07-06 07:00:00,21,24,998,3.56,0,0,178
2011-07-06 08:00:00,21,26,998,0.89,0,0,145
2011-07-06 09:00:00,22,28,998,1.79,0,0,142
2011-07-06 10:00:00,22,30,998,0.89,0,0,158
2011-07-06 11:00:00,21,30,997,1.79,0,0,173
2011-07-06 12:00:00,21,32,997,1.79,0,0,164
2011-07-06 13:00:00,23,33,996,3.58,0,0,180
2011-07-06 14:00:00,22,32,996,4.92,0,0,181
2011-07-06 15:00:00,22,32,995,9.84,0,0,172
2011-07-06 16:00:00,22,32,995,13.86,0,0,171
2011-07-06 17:00:00,23,32,995,18.78,0,0,167
2011-07-06 18:00:00,22,31,995,23.7,0,0,170
2011-07-06 19:00:00,22,30,995,26.83,0,0,174
2011-07-06 20:00:00,22,29,995,28.62,0,0,171
2011-07-06 21:00:00,22,28,996,29.51,0,0,188
2011-07-06 22:00:00,21,29,996,34.43,0,0,179
2011-07-06 23:00:00,17,25,996,4.92,0,0,121
2011-07-07 00:00:00,17,24,995,1.79,0,0,66
2011-07-07 01:00:00,19,24,995,3.13,0,0,54
2011-07-07 02:00:00,20,24,995,1.79,0,1,56
2011-07-07 03:00:00,20,24,994,0.89,0,2,87
2011-07-07 04:00:00,19,20,996,7.15,0,3,48
2011-07-07 05:00:00,19,20,997,12.07,0,0,42
2011-07-07 06:00:00,18,20,997,16.09,0,0,44
2011-07-07 07:00:00,19,21,997,3.13,0,0,31
2011-07-07 08:00:00,18,23,998,4.02,0,0,12
2011-07-07 09:00:00,16,25,998,8.04,0,0,10
2011-07-07 10:00:00,11,26,998,16.09,0,0,11
2011-07-07 11:00:00,10,27,998,24.14,0,0,11
2011-07-07 12:00:00,10,28,997,29.95,0,0,16
2011-07-07 13:00:00,11,28,997,35.76,0,0,9
2011-07-07 14:00:00,9,29,996,4.02,0,0,16
2011-07-07 15:00:00,10,30,996,4.92,0,0,17
2011-07-07 16:00:00,10,30,996,3.13,0,0,16
2011-07-07 17:00:00,10,30,995,3.13,0,0,12
2011-07-07 18:00:00,12,28,996,4.02,0,0,21
2011-07-07 19:00:00,11,27,996,8.04,0,0,20
2011-07-07 20:00:00,14,25,997,9.83,0,0,22
2011-07-07 21:00:00,14,25,998,11.62,0,0,19
2011-07-07 22:00:00,13,26,998,14.75,0,0,23
2011-07-07 23:00:00,14,25,999,7.15,0,0,28
2011-07-08 00:00:00,16,21,998,1.79,0,1,21
2011-07-08 01:00:00,17,21,998,0.89,0,0,22
2011-07-08 02:00:00,16,19,998,1.79,0,0,31
2011-07-08 03:00:00,17,19,998,2.68,0,0,37
2011-07-08 04:00:00,17,19,998,0.89,0,0,38
2011-07-08 05:00:00,17,18,998,1.78,0,0,32
2011-07-08 06:00:00,18,20,998,1.79,0,0,27
2011-07-08 07:00:00,17,22,998,0.89,0,0,40
2011-07-08 08:00:00,18,24,999,1.78,0,0,37
2011-07-08 09:00:00,17,27,998,1.79,0,0,32
2011-07-08 10:00:00,14,29,998,4.92,0,0,26
2011-07-08 11:00:00,14,31,998,5.81,0,0,25
2011-07-08 12:00:00,14,31,998,9.83,0,0,18
2011-07-08 13:00:00,13,32,997,16.98,0,0,23
2011-07-08 14:00:00,15,33,997,24.13,0,0,14
2011-07-08 15:00:00,13,32,998,31.28,0,0,12
2011-07-08 16:00:00,13,32,998,38.43,0,0,16
2011-07-08 17:00:00,13,31,999,44.24,0,0,7
2011-07-08 18:00:00,12,31,999,51.39,0,0,9
2011-07-08 19:00:00,13,29,1000,56.31,0,0,12
2011-07-08 20:00:00,14,26,1001,60.33,0,0,16
2011-07-08 21:00:00,13,25,1002,62.12,0,0,17
2011-07-08 22:00:00,13,25,1003,0.89,0,0,17
2011-07-08 23:00:00,15,24,1003,1.79,0,0,28
2011-07-09 00:00:00,14,22,1003,4.92,0,0,18
2011-07-09 01:00:00,15,22,1003,1.79,0,0,22
2011-07-09 02:00:00,15,20,1004,3.13,0,0,34
2011-07-09 03:00:00,14,21,1004,0.89,0,0,41
2011-07-09 04:00:00,14,21,1004,0.89,0,0,21
2011-07-09 05:00:00,15,19,1005,4.02,0,0,28
2011-07-09 06:00:00,16,20,1005,7.15,0,0,25
2011-07-09 07:00:00,16,23,1006,10.28,0,0,19
2011-07-09 08:00:00,15,25,1006,12.07,0,0,14
2011-07-09 09:00:00,16,27,1006,1.79,0,0,23
2011-07-09 10:00:00,15,29,1006,1.79,0,0,18
2011-07-09 11:00:00,14,31,1006,3.13,0,0,18
2011-07-09 12:00:00,16,33,1005,4.92,0,0,12
2011-07-09 13:00:00,16,34,1004,3.13,0,0,17
2011-07-09 14:00:00,14,34,1004,1.79,0,0,14
2011-07-09 15:00:00,14,35,1003,1.79,0,0,23
2011-07-09 16:00:00,15,35,1003,5.81,0,0,18
2011-07-09 17:00:00,15,33,1003,10.73,0,0,19
2011-07-09 18:00:00,14,33,1003,14.75,0,0,21
2011-07-09 19:00:00,14,31,1004,17.88,0,0,18
2011-07-09 20:00:00,15,29,1004,19.67,0,0,23
2011-07-09 21:00:00,16,28,1005,21.46,0,0,25
2011-07-09 22:00:00,16,26,1005,22.35,0,0,29
2011-07-09 23:00:00,17,25,1006,23.24,0,0,28
2011-07-10 00:00:00,17,25,1006,0.89,0,0,42
2011-07-10 01:00:00,18,25,1006,1.79,0,0,53
2011-07-10 02:00:00,18,24,1006,3.58,0,0,57
2011-07-10 03:00:00,19,24,1006,5.37,0,0,62
2011-07-10 04:00:00,19,24,1006,0.89,0,0,80
2011-07-10 05:00:00,19,24,1006,3.13,0,0,100
2011-07-10 06:00:00,18,24,1007,6.26,0,0,93
2011-07-10 07:00:00,18,24,1007,8.05,0,0,82
2011-07-10 08:00:00,19,26,1008,9.84,0,0,79
2011-07-10 09:00:00,19,27,1008,11.63,0,0,83
2011-07-10 10:00:00,20,29,1008,1.79,0,0,75
2011-07-10 11:00:00,19,29,1008,1.79,0,0,88
2011-07-10 12:00:00,20,30,1007,0.89,0,0,90
2011-07-10 13:00:00,20,31,1006,2.68,0,0,90
2011-07-10 14:00:00,19,32,1006,1.79,0,0,79
2011-07-10 15:00:00,21,31,1005,6.71,0,0,89
2011-07-10 16:00:00,20,30,1005,10.73,0,0,87
2011-07-10 17:00:00,20,31,1006,13.86,0,0,91
2011-07-10 18:00:00,19,30,1006,16.99,0,0,73
2011-07-10 19:00:00,19,29,1005,20.12,0,0,66
2011-07-10 20:00:00,20,27,1006,21.01,0,0,72
2011-07-10 21:00:00,21,26,1007,0.45,0,0,117
2011-07-10 22:00:00,21,26,1008,3.13,0,0,111
2011-07-10 23:00:00,19,26,1008,7.15,0,0,125
2011-07-11 00:00:00,22,25,1008,10.28,0,0,146
2011-07-11 01:00:00,22,24,1008,12.07,0,0,171
2011-07-11 02:00:00,22,23,1008,12.96,0,0,185
2011-07-11 03:00:00,22,23,1008,0.89,0,0,296
2011-07-11 04:00:00,22,23,1008,1.78,0,0,275
2011-07-11 05:00:00,22,23,1008,0.89,0,0,288
2011-07-11 06:00:00,23,23,1008,0.45,0,0,298
2011-07-11 07:00:00,22,24,1008,1.34,0,0,274
2011-07-11 08:00:00,22,24,1009,3.13,0,0,281
2011-07-11 09:00:00,23,25,1009,6.26,0,0,280
2011-07-11 10:00:00,23,27,1009,9.39,0,0,249
2011-07-11 11:00:00,23,28,1008,11.18,0,0,239
2011-07-11 12:00:00,23,30,1008,1.79,0,0,218
2011-07-11 13:00:00,23,31,1007,4.02,0,0,197
2011-07-11 14:00:00,22,32,1007,8.04,0,0,154
2011-07-11 15:00:00,22,32,1006,12.96,0,0,130
2011-07-11 16:00:00,21,32,1006,16.98,0,0,122
2011-07-11 17:00:00,20,32,1005,21,0,0,125
2011-07-11 18:00:00,22,31,1006,24.13,0,0,118
2011-07-11 19:00:00,22,30,1007,27.26,0,0,153
2011-07-11 20:00:00,21,29,1007,30.39,0,0,132
2011-07-11 21:00:00,20,28,1008,33.52,0,0,91
2011-07-11 22:00:00,19,27,1008,37.54,0,0,102
2011-07-11 23:00:00,20,26,1008,40.67,0,0,113
2011-07-12 00:00:00,20,26,1009,44.69,0,0,112
2011-07-12 01:00:00,21,25,1009,47.82,0,0,96
2011-07-12 02:00:00,22,24,1009,50.95,0,0,107
2011-07-12 03:00:00,22,24,1009,0.89,0,0,118
2011-07-12 04:00:00,22,24,1009,1.79,0,0,105
2011-07-12 05:00:00,22,24,1009,0.89,0,0,104
2011-07-12 06:00:00,22,23,1008,3.13,0,0,107
2011-07-12 07:00:00,22,24,1009,4.92,0,0,127
2011-07-12 08:00:00,22,25,1009,8.05,0,0,128
2011-07-12 09:00:00,22,26,1009,11.18,0,0,111
